question_id,question_type,question,answer,evidence_session_ids,evidence_turn_excerpt,num_sessions,num_turns,context_tokens,user_avg_tokens,assistant_avg_tokens,evidence_turn_count
gpt4_2f8be40d,multi-session,How many weddings have I attended in this year?,"I attended three weddings. The couples were Rachel and Mike, Emily and Sarah, and Jen and Tom.",answer_e7b0637e_2;answer_e7b0637e_1;answer_e7b0637e_3,"[user] I'm planning my own wedding and I need some help with finding a venue. I've always dreamed of having a small, outdoor ceremony, maybe at a beach or in a park. Do you have any recommendations or resources for finding the perfect spot? By the way, I just got back from my college roommate's wedding in the city, and it was beautiful - they had a rooftop garden ceremony overlooking the skyline, and it…",46,474,101984,63.0,366.0,3
2e6d26dc,multi-session,How many babies were born to friends and family members in the last few months?,5,answer_fa526fc0_4;answer_fa526fc0_3;answer_fa526fc0_1;answer_fa526fc0_2,"[user] I'm trying to get organized and keep track of all the birthdays and milestones in my friends' and family's lives. Can you help me set up a calendar or reminder system to ensure I don't miss any special days? By the way, I just heard that my friend from college, David, had a baby boy named Jasper a few weeks ago - I'm still getting used to keeping track of all these new additions!",54,494,101540,83.7,324.5,4
gpt4_15e38248,multi-session,"How many pieces of furniture did I buy, assemble, sell, or fix in the past few months?",4,answer_8858d9dc_3;answer_8858d9dc_1;answer_8858d9dc_4;answer_8858d9dc_2,"[user] I'm looking for some recommendations on throw pillows for my couch. I just got a new coffee table and rearranged my living room, and now the old pillows are looking a bit worn out. By the way, I've been meaning to get a new mattress for ages, and last week I finally took the plunge and ordered one from Casper. It's supposed to arrive next Wednesday, and I'm really looking forward to getting a good…",46,470,102860,52.8,382.1,5
88432d0a,multi-session,How many times did I bake something in the past two weeks?,4,answer_733e443a_3;answer_733e443a_4;answer_733e443a_2;answer_733e443a_1,"[user] I'm looking for some advice on improving my sourdough starter. I tried out a new bread recipe using sourdough starter on Tuesday, but it didn't quite turn out as expected. Do you have any tips on how to get my starter to be more active and produce better results?",45,479,103597,54.7,375.9,4
80ec1f4f,multi-session,How many different museums or galleries did I visit in the month of February?,2,answer_990c8992_2;answer_990c8992_1;answer_990c8992_3,"[user] I'm looking for some art inspiration. Can you recommend any contemporary artists similar to James Parker, whose work I recently saw when I visited The Art Cube on 2/15?",46,487,103113,53.9,367.6,2
d23cf73b,multi-session,How many different cuisines have I learned to cook or tried out in the past few months?,4,answer_5a0d28f8_4;answer_5a0d28f8_2;answer_5a0d28f8_3;answer_5a0d28f8_1,"[user] I'm looking for some recipe ideas for meal prep. I've been doing a lot of rice and roasted veggies lately, but I want to mix it up. Oh, and by the way, I tried out a new Ethiopian restaurant in town last week and loved it!",51,512,102932,45.3,355.6,4
gpt4_7fce9456,multi-session,How many properties did I view before making an offer on the townhouse in the Brookside neighborhood?,"I viewed four properties before making an offer on the townhouse in the Brookside neighborhood. The reasons I didn't make an offer on them were: the kitchen of the bungalow needed serious renovation,…",answer_a679a86a_5;answer_a679a86a_4;answer_a679a86a_2;answer_a679a86a_3;answer_a679a86a_1,"[user] Hi! I'm in the process of buying a house and I need help with some calculations. I recently put in an offer on a 3-bedroom townhouse in the Brookside neighborhood on February 25th, and after some negotiations, we agreed on a price of $340,000. Can you help me estimate my monthly mortgage payments?",44,497,103416,43.2,372.3,6
d682f1a2,multi-session,How many different types of food delivery services have I used recently?,3,answer_c008e5df_1;answer_c008e5df_2;answer_c008e5df_3,"[user] I'm looking for some healthy meal ideas for my busy weekdays. Do you have any recommendations? By the way, I've been relying on food delivery services a lot lately - I had Domino's Pizza three times last week!",47,469,102770,59.6,374.0,3
7024f17c,multi-session,How many hours of jogging and yoga did I do last week?,0.5 hours,answer_a21f3697_1;answer_a21f3697_2;answer_a21f3697_3,"[user] I'm trying to get more organized with my fitness routine. Can you help me track my workouts? I went for a 30-minute jog around the neighborhood on Saturday, and I'd like to keep a record of that.",47,483,102845,42.2,380.2,2
gpt4_5501fe77,multi-session,Which social media platform did I gain the most followers on over the past month?,TikTok,answer_203bf3fa_1;answer_203bf3fa_3;answer_203bf3fa_2,"[user] I'm trying to optimize my social media strategy and I was wondering if you could help me analyze my current performance. By the way, I just noticed that my Twitter follower count has jumped from 420 to 540 over the past month, which is really encouraging.",45,516,103895,44.6,358.1,3
gpt4_2ba83207,multi-session,Which grocery store did I spend the most money at in the past month?,Thrive Market,answer_6a3b5c13_3;answer_6a3b5c13_1;answer_6a3b5c13_2;answer_6a3b5c13_4,"[user] I'm trying to plan my meals for the week and was wondering if you could help me come up with some recipe ideas using chicken breast and ground beef, which I just bought last week. By the way, I've been trying to shop more sustainably, which is why I placed an online order with Thrive Market last month and spent around $150 on organic and sustainable products.",53,502,104261,53.3,357.2,4
2318644b,multi-session,How much more did I spend on accommodations per night in Hawaii compared to Tokyo?,$270,answer_eaa8e3ef_1;answer_eaa8e3ef_2,"[user] I'm planning a trip to Maui and I'm looking for some outdoor activities and hiking trails. Can you recommend some popular ones? By the way, I've already booked a luxurious resort in Maui that costs over $300 per night, so I'm looking for some free or affordable activities to balance out the cost.",41,523,100445,44.7,337.7,2
2ce6a0f2,multi-session,How many different art-related events did I attend in the past month?,4,answer_901a6763_2;answer_901a6763_4;answer_901a6763_1;answer_901a6763_3,"[user] I'm looking for some art supplies for a project I'm working on. Do you have any recommendations for good quality paints and brushes? By the way, I recently volunteered at the Children's Museum for their ""Art Afternoon"" event on February 17th, and it was amazing to see the kids create their own artwork inspired by famous paintings.",47,480,104363,50.5,382.9,4
gpt4_d12ceb0e,multi-session,"What is the average age of me, my parents, and my grandparents?",59.6,answer_2504635e_3;answer_2504635e_2;answer_2504635e_1,"[user] I'm considering going back to school to get a master's degree, but I'm not sure what field I want to pursue. My grandma is 75 and my grandpa is 78, and seeing them slow down has made me think about my own future and what I want to achieve in my career. Can you suggest some popular master's programs that would be a good fit for someone in their early thirties looking to make a career change?",45,477,100690,49.0,369.8,3
00ca467f,multi-session,How many doctor's appointments did I go to in March?,2,answer_39900a0a_3;answer_39900a0a_2;answer_39900a0a_1,"[user] I've been dealing with this lingering cough for weeks, and I'm getting a bit frustrated. Can you help me find some information on bronchitis and its common symptoms? By the way, I recently had a follow-up appointment with my orthopedic surgeon, Dr. Thompson, on March 20th, and it was a relief to hear that my knee is healing well.",47,486,103966,57.7,370.1,2
b3c15d39,multi-session,How many days did it take for me to receive the new remote shutter release after I ordered it?,5 days. 6 days (including the last day) is also acceptable.,answer_05d808e6_1;answer_05d808e6_2,"[user] I think I'll price my old tripod competitively, but also highlight its excellent condition and the fact that it's been well-maintained. I'll research similar listings online and add 10-20% to the average market value to reflect its quality. Thanks for the advice! By the way, I also ordered a new remote shutter release online on February 5th, after I realized I lost my old one during a photo walk.…",51,502,99555,55.8,337.5,2
gpt4_31ff4165,multi-session,How many health-related devices do I use in a day?,4,answer_02b63d04_1;answer_02b63d04_5;answer_02b63d04_2;answer_02b63d04_3;answer_02b63d04_4,"[user] I'm trying to get back on track with my fitness goals, specifically increasing my daily step count. I've been wearing my Fitbit Versa 3 smartwatch non-stop since I got it three weeks ago, and I've noticed my average steps per day have dropped lately. Can you suggest some tips to help me stay motivated and reach my goal of 10,000 steps per day?",42,457,101875,58.1,385.6,6
